image_filename,image_entropy,image_delentropy,hologram_bit_depth,NMSE,hologram_entropy
0065.png,6.5335781810940885,6.623572977671191,4,1.2908345793920128e-08,3.9999972696526025
0065.png,6.5335781810940885,6.623572977671191,4,1.2876433535726731e-08,3.9999951365186233
0065.png,6.5335781810940885,6.623572977671191,4,1.2855288864320886e-08,3.9999951867999015
0065.png,6.5335781810940885,6.623572977671191,4,1.2877209750284408e-08,3.9999965520492067
0065.png,6.5335781810940885,6.623572977671191,5,6.248788201088126e-09,4.99999166820977
0065.png,6.5335781810940885,6.623572977671191,5,6.262603649939929e-09,4.999984743605172
0065.png,6.5335781810940885,6.623572977671191,5,6.259662989749376e-09,4.999991591042537
0065.png,6.5335781810940885,6.623572977671191,5,6.243588777902915e-09,4.999993655324327
0065.png,6.5335781810940885,6.623572977671191,5,6.264238655395338e-09,4.99999268052339
0065.png,6.5335781810940885,6.623572977671191,6,3.068550895070407e-09,5.999986553030919
0065.png,6.5335781810940885,6.623572977671191,6,3.0684397467340723e-09,5.999983934806642
0065.png,6.5335781810940885,6.623572977671191,6,3.064291761972455e-09,5.999983414899545
0065.png,6.5335781810940885,6.623572977671191,6,3.0693243938932304e-09,5.999985381855783
0065.png,6.5335781810940885,6.623572977671191,6,3.0631284776372485e-09,5.999981796666281
0065.png,6.5335781810940885,6.623572977671191,7,1.5136346892249443e-09,6.9999527010168245
0065.png,6.5335781810940885,6.623572977671191,7,1.517742871907367e-09,6.9999687774849635
0065.png,6.5335781810940885,6.623572977671191,7,1.518736071688229e-09,6.999964640797879
0065.png,6.5335781810940885,6.623572977671191,7,1.5159198425129697e-09,6.999963438602852
0065.png,6.5335781810940885,6.623572977671191,7,1.5140797122046166e-09,6.999957956051612
0065.png,6.5335781810940885,6.623572977671191,8,7.662177379031213e-10,7.999936322027793
0065.png,6.5335781810940885,6.623572977671191,8,7.662430209896332e-10,7.999922287798529
0065.png,6.5335781810940885,6.623572977671191,8,7.698078764745456e-10,7.999923781433
0065.png,6.5335781810940885,6.623572977671191,8,7.630338405666729e-10,7.999917564129187
0065.png,6.5335781810940885,6.623572977671191,8,7.662549347794127e-10,7.999915126947126
0066.png,7.7042124406919195,6.037526403821516,1,8.224498701947555e-08,0.9999999850675533
0066.png,7.7042124406919195,6.037526403821516,1,8.228748180928433e-08,0.999999736465546
0066.png,7.7042124406919195,6.037526403821516,1,8.227862057026407e-08,0.9999999795291129
0066.png,7.7042124406919195,6.037526403821516,1,8.218516229915632e-08,0.9999993015406407
0066.png,7.7042124406919195,6.037526403821516,1,8.220799975685538e-08,0.9999997974031026
0066.png,7.7042124406919195,6.037526403821516,2,5.053180844698901e-08,1.999999254801454
0066.png,7.7042124406919195,6.037526403821516,2,5.043262052768575e-08,1.9999992832375928
0066.png,7.7042124406919195,6.037526403821516,2,5.054972312090668e-08,1.9999997388675934
0066.png,7.7042124406919195,6.037526403821516,2,5.03582592085643e-08,1.9999995815506686
0066.png,7.7042124406919195,6.037526403821516,2,5.047968895204663e-08,1.9999987123920115
0066.png,7.7042124406919195,6.037526403821516,3,2.4390374090596936e-08,2.9999986252222373
0066.png,7.7042124406919195,6.037526403821516,3,2.4371933120107842e-08,2.9999986888407553
0066.png,7.7042124406919195,6.037526403821516,3,2.4368976248326277e-08,2.9999977355257412
0066.png,7.7042124406919195,6.037526403821516,3,2.4428391817866318e-08,2.999998192406761
0066.png,7.7042124406919195,6.037526403821516,3,2.4354589257311404e-08,2.9999937099433773
0066.png,7.7042124406919195,6.037526403821516,4,1.180621525510255e-08,3.999992702649488
0066.png,7.7042124406919195,6.037526403821516,4,1.1783062934715193e-08,3.999995364929329
0066.png,7.7042124406919195,6.037526403821516,4,1.1819513477615435e-08,3.999995378909651
0066.png,7.7042124406919195,6.037526403821516,4,1.1816490196246218e-08,3.999991318791022
0066.png,7.7042124406919195,6.037526403821516,4,1.1782890537459397e-08,3.999995184025766
0066.png,7.7042124406919195,6.037526403821516,5,5.80588241630955e-09,4.999992709462419
0066.png,7.7042124406919195,6.037526403821516,5,5.803969588975509e-09,4.999990105114082
0066.png,7.7042124406919195,6.037526403821516,5,5.826154709897928e-09,4.999993101730457
0066.png,7.7042124406919195,6.037526403821516,5,5.823621518000825e-09,4.999989591139552
0066.png,7.7042124406919195,6.037526403821516,5,5.808031256359031e-09,4.999993376407639
0066.png,7.7042124406919195,6.037526403821516,6,2.915405741182196e-09,5.99998517700829
0066.png,7.7042124406919195,6.037526403821516,6,2.912343563866689e-09,5.9999867558522855
0066.png,7.7042124406919195,6.037526403821516,6,2.9139907639153013e-09,5.9999835827813905
0066.png,7.7042124406919195,6.037526403821516,6,2.9230706050588945e-09,5.999981212307019
0066.png,7.7042124406919195,6.037526403821516,6,2.9203841359397096e-09,5.9999880356903015
0066.png,7.7042124406919195,6.037526403821516,7,1.4928955394335584e-09,6.999959993341258
0066.png,7.7042124406919195,6.037526403821516,7,1.4947096602128491e-09,6.999968594233732
0066.png,7.7042124406919195,6.037526403821516,7,1.4952596902849068e-09,6.999971106608614
0066.png,7.7042124406919195,6.037526403821516,7,1.4950604476249758e-09,6.999966671344703
0066.png,7.7042124406919195,6.037526403821516,7,1.4920508730194714e-09,6.999957934473325
0066.png,7.7042124406919195,6.037526403821516,8,7.962098342557059e-10,7.999927325683502
0066.png,7.7042124406919195,6.037526403821516,8,8.01023117476561e-10,7.999929702316637
0066.png,7.7042124406919195,6.037526403821516,8,7.984888320075927e-10,7.999941052350048
0066.png,7.7042124406919195,6.037526403821516,8,7.976783522260803e-10,7.999929189097812
0066.png,7.7042124406919195,6.037526403821516,8,7.998391865811379e-10,7.9999272578606115
0067.png,6.556058048649216,4.911547847323683,1,6.905830780554074e-08,0.9999998088990588
0067.png,6.556058048649216,4.911547847323683,1,6.902974900649369e-08,0.9999999731005725
0067.png,6.556058048649216,4.911547847323683,1,6.911598032603005e-08,0.999999999394763
0067.png,6.556058048649216,4.911547847323683,1,6.907388033637582e-08,0.9999998822409892
0067.png,6.556058048649216,4.911547847323683,1,6.906360262327527e-08,0.9999998160015429
0067.png,6.556058048649216,4.911547847323683,2,5.18936022465985e-08,1.9999987720378734
0067.png,6.556058048649216,4.911547847323683,2,5.1845164659213104e-08,1.99999945887513
0067.png,6.556058048649216,4.911547847323683,2,5.18995213631693e-08,1.999999669451201
0067.png,6.556058048649216,4.911547847323683,2,5.192840970666733e-08,1.9999996564947895
0067.png,6.556058048649216,4.911547847323683,2,5.190213256803781e-08,1.9999990677424244
0067.png,6.556058048649216,4.911547847323683,3,2.4952955469240937e-08,2.9999986836043426
0067.png,6.556058048649216,4.911547847323683,3,2.4954799759322473e-08,2.999997665091796
0067.png,6.556058048649216,4.911547847323683,3,2.4970846681236693e-08,2.9999972813135054
0067.png,6.556058048649216,4.911547847323683,3,2.499378005903737e-08,2.999998637423484
0067.png,6.556058048649216,4.911547847323683,3,2.4932263211407928e-08,2.999999161388478
0067.png,6.556058048649216,4.911547847323683,4,1.2014815278832193e-08,3.9999937062313276
0067.png,6.556058048649216,4.911547847323683,4,1.203275770712984e-08,3.999997715473515
0067.png,6.556058048649216,4.911547847323683,4,1.2017522480326424e-08,3.9999969396589137
0067.png,6.556058048649216,4.911547847323683,4,1.2005679843387632e-08,3.999993999508746
0067.png,6.556058048649216,4.911547847323683,4,1.202740512362711e-08,3.9999976365519556
0067.png,6.556058048649216,4.911547847323683,5,5.8881661495059916e-09,4.999991070083927
0067.png,6.556058048649216,4.911547847323683,5,5.9023218957654694e-09,4.999993885804944
0067.png,6.556058048649216,4.911547847323683,5,5.897485509801574e-09,4.999993838824628
0067.png,6.556058048649216,4.911547847323683,5,5.892215040340772e-09,4.999987607915394
0067.png,6.556058048649216,4.911547847323683,5,5.897001309126593e-09,4.999995138310854
0067.png,6.556058048649216,4.911547847323683,6,2.9497075548304173e-09,5.999982428454656
0067.png,6.556058048649216,4.911547847323683,6,2.9455948017588125e-09,5.999987157475087
0067.png,6.556058048649216,4.911547847323683,6,2.944335001411608e-09,5.999983622350775
0067.png,6.556058048649216,4.911547847323683,6,2.9368375978042557e-09,5.99997942685952
0067.png,6.556058048649216,4.911547847323683,6,2.9474526003760775e-09,5.999978696478623
0067.png,6.556058048649216,4.911547847323683,7,1.4947053759332798e-09,6.9999621965483625
0067.png,6.556058048649216,4.911547847323683,7,1.4962421564679527e-09,6.999963042238583
0067.png,6.556058048649216,4.911547847323683,7,1.4929970887472132e-09,6.999966517725533
0067.png,6.556058048649216,4.911547847323683,7,1.4908498679827318e-09,6.999964640965635
0067.png,6.556058048649216,4.911547847323683,7,1.4952133248332152e-09,6.999964331791609
