image_filename,image_entropy,image_delentropy,holo_bit_depth,NMSE,holo_entropy
0099.png,7.7828488477911035,5.423259535777297,3,2.3504056437770593e-08,2.9999977508155706
0099.png,7.7828488477911035,5.423259535777297,4,1.1757172021466986e-08,3.9999967887027075
0099.png,7.7828488477911035,5.423259535777297,5,6.131307659103016e-09,4.999990443617028
0099.png,7.7828488477911035,5.423259535777297,6,3.323992296559885e-09,5.999987722307963
0099.png,7.7828488477911035,5.423259535777297,7,1.885972746839526e-09,6.999972060106483
0099.png,7.7828488477911035,5.423259535777297,8,1.1677683270548222e-09,7.99993991509506
0100.png,7.598169082105398,5.014345165492468,1,1.1480152017506382e-07,0.9999998696294534
0100.png,7.598169082105398,5.014345165492468,2,5.596260295417268e-08,1.9999999180389705
0100.png,7.598169082105398,5.014345165492468,3,2.6775425568757352e-08,2.999998238522558
0100.png,7.598169082105398,5.014345165492468,4,1.3584004374001878e-08,3.9999937747489187
0100.png,7.598169082105398,5.014345165492468,5,7.291328019478265e-09,4.999993403157088
0100.png,7.598169082105398,5.014345165492468,6,4.1474878290681e-09,5.999985348534218
0100.png,7.598169082105398,5.014345165492468,7,2.515838578737625e-09,6.999965434608446
0100.png,7.598169082105398,5.014345165492468,8,1.712003261120424e-09,7.999931576865881
0101.png,4.132330112158512,3.2785923664072194,1,1.431654052025474e-07,0.9999993490975112
0101.png,4.132330112158512,3.2785923664072194,2,7.13890886288619e-08,1.9999998522927964
0101.png,4.132330112158512,3.2785923664072194,3,3.84733977354849e-08,2.99999867022242
0101.png,4.132330112158512,3.2785923664072194,4,2.4897619076727768e-08,3.9999969785856235
0101.png,4.132330112158512,3.2785923664072194,5,1.8894860799810996e-08,4.999991374236295
0101.png,4.132330112158512,3.2785923664072194,6,1.6160850883252758e-08,5.999984111423007
0101.png,4.132330112158512,3.2785923664072194,7,1.4991422455982155e-08,6.999968715916357
0101.png,4.132330112158512,3.2785923664072194,8,1.4643262056687137e-08,7.9999479826708795
0102.png,7.540518940709485,6.450811564950779,1,9.304971408475104e-08,0.9999999298947526
0102.png,7.540518940709485,6.450811564950779,2,4.8487204168341196e-08,1.9999991003839102
0102.png,7.540518940709485,6.450811564950779,3,2.3343489535615e-08,2.999999105366231
0102.png,7.540518940709485,6.450811564950779,4,1.116904942129036e-08,3.9999957562577184
0102.png,7.540518940709485,6.450811564950779,5,5.382073197873141e-09,4.999992012893549
0102.png,7.540518940709485,6.450811564950779,6,2.632157559182786e-09,5.999980619716617
0102.png,7.540518940709485,6.450811564950779,7,1.3017622350930152e-09,6.9999598496196604
0102.png,7.540518940709485,6.450811564950779,8,6.59582959106546e-10,7.999929878174985
0103.png,6.555954378675384,5.010917156978681,1,1.22851357313151e-07,0.9999993139422494
0103.png,6.555954378675384,5.010917156978681,2,6.071055583728347e-08,1.9999984065260556
0103.png,6.555954378675384,5.010917156978681,3,2.8729897179811605e-08,2.9999964958308722
0103.png,6.555954378675384,5.010917156978681,4,1.3923871662963152e-08,3.9999968676918973
0103.png,6.555954378675384,5.010917156978681,5,6.924588718745527e-09,4.999992773493206
0103.png,6.555954378675384,5.010917156978681,6,3.4972588783356356e-09,5.999979517632367
0103.png,6.555954378675384,5.010917156978681,7,1.7921781867312042e-09,6.999959306323007
0103.png,6.555954378675384,5.010917156978681,8,9.495493082147554e-10,7.999913938318261
0104.png,7.143313163565961,5.966103625421425,1,1.2143227752297339e-07,0.9999999653709664
0104.png,7.143313163565961,5.966103625421425,2,5.777997660136021e-08,1.999997705667353
0104.png,7.143313163565961,5.966103625421425,3,2.779608501456498e-08,2.9999962404608405
0104.png,7.143313163565961,5.966103625421425,4,1.4246775547104354e-08,3.999994761192939
0104.png,7.143313163565961,5.966103625421425,5,7.68393353904917e-09,4.9999885746365536
0104.png,7.143313163565961,5.966103625421425,6,4.362771201078224e-09,5.999979852803143
0104.png,7.143313163565961,5.966103625421425,7,2.606481821429681e-09,6.999965467772233
0104.png,7.143313163565961,5.966103625421425,8,1.7292192418752537e-09,7.999914287102565
0105.png,7.493647808202715,5.432080991301073,1,8.883559679983088e-08,0.9999999603304213
0105.png,7.493647808202715,5.432080991301073,2,4.8679587810372144e-08,1.9999990253188717
0105.png,7.493647808202715,5.432080991301073,3,2.3700981925363823e-08,2.9999967346623246
0105.png,7.493647808202715,5.432080991301073,4,1.1155516735515644e-08,3.9999964983806877
0105.png,7.493647808202715,5.432080991301073,5,5.254611578522368e-09,4.999987099861412
0105.png,7.493647808202715,5.432080991301073,6,2.4883119751999315e-09,5.999978768224483
0105.png,7.493647808202715,5.432080991301073,7,1.1879666614543963e-09,6.999962147613247
0105.png,7.493647808202715,5.432080991301073,8,5.721799044475543e-10,7.999935796267601
0106.png,7.142978376975806,4.721007295268942,1,9.672320809653908e-08,0.9999998760926194
0106.png,7.142978376975806,4.721007295268942,2,5.374657076044628e-08,1.999999103265233
0106.png,7.142978376975806,4.721007295268942,3,2.623517945947221e-08,2.999997023998183
0106.png,7.142978376975806,4.721007295268942,4,1.2290344633392137e-08,3.999994041940337
